Id,Category,Title,Description
1556,2,"Pitino, Myles Discuss U of L #39;s Upcoming Game Against Kentucky","LOUISVILLE, Ky. - Louisville men #39;s basketball head coach Rick Pitino and senior forward Ellis Myles met with members of the media on Friday to preview the Cardinals #39; home game against rival Kentucky on Satursday."
1557,3,Lehman Brothers #39; Profit Up 5.2 Percent,"NEW YORK Sept. 21, 2004 - Financial services firm Lehman Brothers Holdings Inc. #39;s third-quarter profit rose 5.2 percent, beating analysts #39; expectations, but its earnings per share fell by 10 cents from a "
1558,1,Intel Overhaul Draws Yawns From Voters (AP),"AP - Republicans and Democrats were for it  #151; and against it. The families of Sept. 11 victims opposed one plan and approved another. The House wanted its bill, the Senate preferred its own. And most Americans didn't seem to care about attempts by Congress to overhaul the U.S. intelligence system."
1559,2,USC on track despite Bruin power,"The intracity football debate between Los Angeles #39; most distinguished schools of higher learning, USC and UCLA, started off as expected Saturday afternoon, as the Trojans #39; extraordinary sophomore "
1560,1,Brazilian president calls for harnessing globalization,Brazilian President Luiz Inacio Lula Da Silva urged the international community on Monday to harness globalization and turn it into a positive force for all peoples of the world.
1561,3,Information tech slow to reboot,"At a job fair in downtown San Diego yesterday, dozens of information technology workers wandered the Civic Theater community concourse looking for leads on jobs."
1562,4,Cisco joins WiMax Forum,"com September 15, 2004, 12:36 PM PT. Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies."
1563,4,Peacefully pushing back the final frontiers,"At a United Nations General Assembly meeting on Wednesday, China National Space Administration chief Sun Laiyan urged peaceful use of outer space and closer international space co-operation."
1564,2,"Statistical highlights, Day 1",Rahul Dravid won the toss on Wednesday and elected to bat. This was the first toss that India won in the series. Gautam Gambhir and Dinesh Kaarthik for India and Nathan Hauritz for Australia made their Test debuts.
1565,3,Delta 3rd quarter losses four times same period 2003,ATLANTA - Delta Air Lines is reporting a much wider third-quarter loss despite a rise in revenue. The Atlanta-based airline warned Wednesday that its financial situation has worsened to the point that it needs 
1566,3,New Bangalore road to beat jams,India's out-sourcing capital Bangalore is to get an \$87m (48m) new toll motorway in a fresh bid to tackle congestion.
1567,1,The self-employed are not this bad economys saviors. By &lt;b&gt;...&lt;/b&gt;,"Hong Kong voters go to the polls Sunday to elect a new Legislative Council. LegCo, as its known, symbolizes the high degree of autonomy that Hong Kong was promised when it reverted Chinese rule in "
1568,1,"Kerry on Iraq: Wrong War, Wrong Place, Wrong Time (Reuters)","Reuters - Democratic presidential nominee\John Kerry on Monday called the invasion of Iraq ""the wrong war\in the wrong place at the wrong time"" and said his goal was to\withdraw U.S. troops in his first White House term."
1569,3,Sun Woos Financial Customers on Wall Street,"NEW YORK -- Sun Microsystems (Quote, Chart) President and COO Jonathan Schwartz declared war on Red Hat Linux on Intel-based x86 machines in an attempt to woo financial services customers."
1570,2,"Mauresmo reaches No. 1, without Grand Slam title","Amelie Mauresmo is the only French tennis player to be ranked No. 1, but she hasn #39;t lost sight of her goal -- a Grand Slam tournament title."
1571,1,"Security, Poverty, Reconstruction Emerge As Key Issues As Election &lt;b&gt;...&lt;/b&gt;",Campaigning in Afghanistan #39;s presidential election officially began today. Afghan Transitional Administration Chairman Hamid Karzai and his 17 opponents have 30 days to try to win support from more than 10 million registered voters.
1572,3,Wall Street stocks gain on strength of Ford #39;s earnings outlook,Wall Street stocks managed to gain Friday as investors looked past a sharp rise in oil prices and cheered the strength of Ford Motor Co.
1573,1,Rwanda Troops Start AU Mission in Darfur," EL FASHER, Sudan (Reuters) - Rwandan troops arrived in  Darfur Sunday as the first foreign force there, mandated to  protect observers monitoring a shaky cease-fire between the  Sudanese government and rebels in the remote western region."
1574,1,Spain Defends Its Iraq Troop Withdrawal,Prime Minister Jose Luis Rodriguez Zapatero Monday strongly defended Spain #39;s withdrawal of troops from Iraq after the March 11 Madrid train bombings that killed 191 people.
1575,4,"GM, DuPont Adapt to Kyoto Environmental Standards Bush Rejected","US companies including General Motors Corp., DuPont Co. and Xerox Corp. are cutting carbon dioxide emissions to remain competitive in European countries that have adopted Kyoto Protocol limits rejected by President George W. Bush."
1576,3,"Oh Ho Ho, Those Holiday Sales!","Gavin Reynolds (Rochester, NY) 12/03/04 - From dawn until dusk retailers are pulling out all the stops to make every weekend like the day after Thanksgiving."
1577,2,China set for at least three Euro golf events,"The European golf tour will feature three, and possibly four, tournaments in China next season. The new schedule, released Thursday at the Volvo Masters, begins Nov. 25-28 with the China Open in Shanghai."
1578,1,Eight terror suspects charged in UK,"British police have charged eight terrorist suspects with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury quot; in a case involving an alleged top al-Qaeda operative at the centre of a US ..."
1579,1,Business looms large but politics creep into agenda as Chirac visits China (AFP),"AFP - Business opportunities in one of the world's fastest-growing economies dominated the agenda as French President Jacques Chirac continued his visit to China, but sensitive political issues also edged their way onto the program."
1580,2,Hard recovery from losses,"The Massachusetts golf community took a hit last week, losing two distinguished personalities. Ted Carangelo and Ted Kenerson were men of great spirit, devoted to their families, to their businesses, to their golf clubs, and most definitely to the integrity of the game."
1581,1,Lubbers suggests Darfur autonomy,"The UN High Commissioner for Refugees, Ruud Lubbers, has suggested that the Sudanese government should grant more autonomy to the Darfur region in an effort to end the violence there."
1582,2,Gatlin #39;s gun fastest in historic shootout,"Serious fun lit up the Olympics last night. A showdown among the swaggering gunslingers who populate the sprint community, celebrated by 72,000 spectators for a full 10 minutes prior "
1583,1,Muslims attend Bangladesh prayer,"Up to four million Muslims end three days of prayers in Bangladesh, for Islam's second largest event after the Hajj."
1584,1,Saddam  #39;destroyed #39; WMD after 1991,"The group hunting for Saddam #39;s arsenal said it found no evidence the dictator had chemical, biological of nuclear weapons when US-led forces invaded Iraq last year."
1585,2,Grizzlies 101 Trail Blazers 82,"Wells scored 25 points and the Memphis Grizzlies won on the road for the first time this season by beating the Portland Trail Blazers, 101-to-82."
1586,1,Space Capsule Crashes in Utah,"DUGWAY PROVING GROUND, Utah, Sept. 8  #0151; A NASA capsule bearing precious atomic specimens that Hollywood stunt pilots were prepared to catch as it came into earth's atmosphere crashed into the desert this morning after a parachute that was to slow its fall failed to deploy."
1587,2,Boston offense sox A #39;s again,The 7-1 loss cuts Oakland #39;s AL West lead to 1 1/2 games and thrills the Red Sox faithful. By Tim Casey -- Bee Staff Writer. It #39;s not too late to get into a Fantasy Sports League.
1588,4,IBM move boosts commercial grid computing,"IBM is continuing work to raise the profile of grid computing beyond scientific and research markets. Several grid-based commercial projects built on IBM platforms have been launched, including one at the US Environmental Protection Agency."
1589,2,Champions League: Group C review - Juve and Bayern in cruise &lt;b&gt;...&lt;/b&gt;,And so to the terrifyingly dull event that was Matchday 6 in Group C. The only issue to be resolved here was whether it would be Ajax or Maccabi Tel Aviv who would secure the UEFA Cup spot.
1590,4,Cabir added to payload of Symbian mobile Trojan,Virus writers have packaged the Skulls mobile Trojan with Cabir to create a more potent threat against Symbian Series 60 smart phones.
1591,2,Busch zooms to front in qualifying,"HOMESTEAD, Fla. - Sometimes things are not as they seem, and on those days, stock-car events are impossible to predict. The driver who won the pole for Sundays Ford 400 had qualified 22nd, 21st, seventh "
